"","id","body","code","txtlength"
"309",100917,"The San Francisco board of supervisors voted Tuesday to overturn a city policy that has been at the center of a national debate over offering illegal immigrants sanctuary .  The policy x ordered by Mayor Gavin Newsom last summer x requires the police to contact Immigration and Customs Enforcement whenever they arrest a juvenile on felony charges who they suspect is in the United States illegally . Since the policy took effect last summer x more than 100 undocumented minors have been turned over to federal immigration authorities .  Mr Newsom has said the ordinance is necessary to prevent young criminals from using the city's so called sanctuary policy x which prevents the use of city money for immigration enforcement .  ''Sanctuary city was (never) not designed to protect people who commit crimes ,'' said Nathan Ballard x a spokesman for Mr Newsom .  But under the changes approved Tuesday x referrals would be required only after juveniles were convicted of crimes x instead of after their arrest . Immigration advocates say that referrals upon arrest have resulted in the deportation of innocent youths x the breakup of families and a fear among immigrants of contacting the police when they are the victims of crime .  ''We recognize that there's a need to do some reporting'' of illegal juveniles x said David Campos x the supervisor who sponsored the new ordinance . ''But we are trying to strike a balance .''  Tuesday's meeting was filled to capacity x with hundreds of supporters of Mr Campos's bill filling the board's chambers and two overflow rooms . Simultaneous translation of supervisors' comments were offered in Mandarin and Spanish x and when the bill was passed x by 8 to 2 with one absentee x cheers erupted in the chambers x with chants of ''Yes We Can'' in English and Spanish echoing through the ornate City Hall .  Supporters continued chanting as they filed out past a bust of Harvey Milk x the trailblazing San Francisco supervisor and gay rights advocate whose name was invoked by supporters of Mr Campos's bill .  The vote was a sharp rebuke to Mr Newsom x a Democrat who is running for governor and who has promised to veto it x though supporters seem to have enough votes to overturn that .  San Francisco adopted its sanctuary policy in 1989 x and has long refuse to xrefer minors in police custody to the federal authorities x although adults accused of felonies have always been referred . Some of these minors were later flown to their home countries at taxpayer expense rather than being turned over to immigration authorities . Mr Newsom learned of those flights last May and ordered them stopped .  Mr Newsom's policy was also a response to a series of embarrassing revelations in The San Francisco Chronicle x including that the city x rather than turning a group of young Honduran crack dealers over to ICE x sent them to a group home in Southern California x from which they walked away .  The city was also shocked by a June 2008 triple murder x which prosecutors say was committed by Edwin Ramos x a suspected gang member and an illegal immigrant from El Salvador who had been picked up as a juvenile by the San Francisco police but not referred to immigration authorities .  The fate of the sanctuary policy may xwell be decided in court .  An August memorandum from the office of the city attorney x Dennis Herrera x to Mr Newsom said that while federal and state law concerning sanctuary cities was ''not settled ,'' the ordinance that passed Tuesday could also ''adversely affect'' the city's position in several pending cases concerning its sanctuary policy x including a criminal investigation by the United States attorney's office in San Francisco .  Mr Ballard x Mr Newsom's spokesman x echoed this x saying the supervisors' vote x which will be formalized at a final reading of the bill next week x could invite a federal legal challenge to the entire sanctuary city policy .  ''The supervisors did a foolish thing today by passing this bill that moves one step closer to imperiling the entire sanctuary city ordinance ,'' Mr Ballard said .  But Mr Campos x the supervisor and a naturalized citizen who emigrated x illegally x from his native Guatemala when he was 14 x said the vote to change Mr Newsom's policy was necessary to maintain the city's reputation as a safe haven for illegal residents .  ''We went from being one of the most enlightened cities ,'' Mr Campos said x ''to be a place many steps backward to where the rest of the country is .'' URL: http://www .nytimescom","Positive",4545
"310",100933,"The United Brotherhood of Carpenters x the labor xorganized by federal authorities .  The firings and emergency supervision were in stark contrast to the action taken nearly a decade ago by the parent union when the head of the chapter x the New York City District Council of Carpenters and Joiners x Michael J . Forde x was last indicted x on bribery charges . At that time x the president of the parent union x Douglas J . McCarron x kept Mr Forde in his union post .  Mr Forde was tried twice on those earlier charges x in 2004 and 2008 . the first case ended in a conviction that was later overturned and the second ended in acquittal . Mr McCarron let him stay in office during both trials .  The actions by the parent union x which is based in Washington x and the district council's future were the focus of a meeting of the district council's delegates on Wednesday afternoon .  Fired along with Mr Forde x 54 x who had led the district council since 2000 x were John Greaney x 49 x a business manager and the president of Local 608 x and Brian Hayes x 38 x a business agent and officer of Local 608 .  Mr McCarron x in a statement released by the parent union x called the charges in the 29 count federal racketeering and bribery indictment ''profoundly disturbing .'' They include accusations that Mr Forde and other union officials let members work ''off the books'' in exchange for bribes from half a dozen contractors . The statement did not say who would replace the fired officials x and the precise parameters x impact and duration of the trusteeship remained unclear .  But Mr McCarron said the parent union's eastern district xvice president x Frank Spencer x would supervise the district council and x along with other international officials and staff x would conduct an internal investigation .  Mr McCarron will appoint officials from outside the New York City area to hold hearings on the district council at which members can air their grievances . A lawyer for the district council x Gary P . Rothman x said he was not authorized to discuss the matter .  On Tuesday x it appeared that Mr Forde might still seek to maintain his position in the union . People briefed on the matter said he would go on disability to seek court ordered drug treatment and step down from his position as trustee with the union's benefit funds .  He test xpositive for cocaine and marijuana use after his arrest x Lisa Zornberg x the assistant United States attorney who is prosecuting the case x said at his arraignment last week .  Mr Forde's lawyer x Andrew M . Lankler x decline to xcomment on the firings x as did Mr Greaney's lawyer x Marc Weinstein .  James R . Froccaro x who represents Mr Hayes x said he believed his client would be exonerated at trial x adding of the parent union x ''Apparently they don't believe in the presumption of innocence .''  Also on Wednesday x the 10th and last defendant x a contractor x Finbar O'Neill x surrendered at Newark Liberty International Airport after returning from Ireland . He was expected to be arraigned later in the afternoon . URL: http://www .nytimescom","Negative",3115
"311",100941,"A xgrand jury has indicted a man on five counts of murder for a 2003 wildfire in Southern California that destroyed about 1 ,000 homes and was linked to a half dozen xheart attack deaths . The district attorney's office in San Bernardino County announced the indictment against Rickie Fowler x 28 . The indictment also includes two arson counts . The fire erupted in the Waterman Canyon area of the San Bernardino Mountains in October 2003 and charred 90 ,000 acres of brush in the inland region east of Los Angeles . On the following Dec 25 x 14 people were killed when several inches of rain sent a flow of debris laden runoff rushing down Waterman Canyon x sweeping away a church camp . URL: http://www .nytimescom","Negative",717
"312",100962,"Militants stepped up their fight against the Pakistani government in western Pakistan on Friday x the same day the American national security adviser x Gen . James L . Jones x met with top Pakistani officials here in the capital .  The insurgents rammed a truck bomb into a regional office of the country's main intelligence agency in Peshawar x sending a message that they were able to hit even the most important official zones in Pakistan . The explosion x which left at least 11 people dead and more than 60 wounded x came just hours before General Jones began meetings with Pakistan's president x Asif Ali Zardari x and its army chief x Gen . Ashfaq Parvez Kayani .  General Jones briefed Mr Zardari and other senior officials on the American strategy for Afghanistan x said a Pakistani official who spoke on the condition of anonymity because of diplomatic protocol .  President Obama had ''promised that Pakistan will be taken into confidence on Afghan strategy ,'' the official said x and that General Jones's visit on Friday ''constituted that taking into confidence .''  There was (no) not doubt about the target or the motive of the bombing on Friday: Pakistan's intelligence agency x the Inter Services Intelligence directorate x is a prominent symbol of military power x and militants have struck at it in different cities in Pakistan .  Pakistan's military is conducting a sweeping campaign against the Taliban in Waziristan x a region on the border with Afghanistan . The campaign has led to a sharp increase in reprisals by militants x and Friday's is believed to be yet another in the series .  Peshawar x a bustling city in Pakistan's North West Frontier Province x has been hit particularly hard x with near daily bombings that have unsettled residents and interrupted daily rhythms . Schools in the area of the blast were closed for the day .  ''The underlying idea is to shake the people's confidence in the military's efforts ,'' said Hasan Askari Rizvi x a military analyst in Lahore . ''It's a kind of strategy x well planned x well thought out x to pressure the government through ordinary people .''  Malik Shafqat Cheema x the head of the bomb disposal squad x said the driver had managed to ram an explosives laden small truck into the main entrance of a building in the compound x killing three private security guards outside the building and four guards inside .  The guards at the gate xshot to xhit the driver . ''And then he detonated ,'' said a security official based in Peshawar who spoke on the condition of anonymity because he was not authorized to speak to the media .  Witnesses confirmed hearing gunshots before the blast . ''I heard some firing ,'' a wounded man told a private television station . ''Then there was a flash x and then x boom .''  The building's roof and the compound's boundary walls came down in the explosion . Residents said the explosion could be heard around the city x rattling windows .  Militants have hidden in Pakistan's western tribal areas for years x but have only recently begun to attack the state itself . That shift eventually prompted broad military action x representing a break from the past x when the military and Pakistani society were deeply ambivalent about fighting militants .  Mr Rizvi x the military analyst x said he believed that violence in Pakistan would be reduced over time as the military made more progress in its operation in Waziristan .  He also said that the authorities in Punjab x the country's most populous province x had arrested dozens of local residents suspected of having links to the Taliban . The arrests x Mr Rizvi said x had weakened the militancy in Punjab x where several high profile attacks took place this year x including a brazen assault on the Sri Lankan cricket team .  Mian Iftikhar Hussain x the information minister for the North West Frontier Province x vowed to expand the fight against militants . ''Let the operation not stop at South Waziristan ,'' he said . ''We need to chase them everywhere x not South Waziristan .''  The explosion in Peshawar was the largest on Friday . Elsewhere x an attack on a police station in the district of Bannu left as many as six people dead .  Meanwhile x Pakistani television reported that five NATO trucks were attacked Friday morning in the province of Baluchistan . One driver was killed . URL: http://www .nytimescom","Negative",4387
"313",101001,"On a dead end dirt road x through frosted crops and bales of hay in this sleepy town about a half hour east of Kansas City x state investigators spent much of last week excavating the yard around a farmhouse x looking for decades old evidence of sex crimes against children .  Their search was prompted x law enforcement officials say x by a 26 year old woman who went to the police in nearby Independence x Mo . x in August and accused her grandfather x father and three uncles of sexually abusing her and her siblings as children x beginning in the winter of 1988 and continuing for seven years .  According to criminal complaints and other court papers x the woman said she had recovered suppressed memories of mock weddings x sexual acts involving children x rape and a sex act involving an animal that took place in and around the secluded old Bates City farmhouse x a wooded 55 acre property formerly owned by her grandfather x Burrell E . Mohler Sr .  The sprawling case has roiled this rural community x on the rolling bluffs above the Missouri River . And it is especially controversial because it involved what are said to be the years old repressed memories of one woman .  Family and friends of the Mohlers are questioning the reliability and validity of such memories x which legal experts also debate .  The authorities x though x say they have physical evidence to back up at least some of the claims . Five siblings of the 26 year old woman x four girls and a boy x have also come forward with similar accounts of abuse x law enforcement officials say .  Mr Mohler x who has been characterized by prosecutors as presiding over the abuse x has been charged with forcible rape and the use of a child in a sexual performance . His sons x Burrell E . Mohler Jr . x 53 x Jared L . Mohler x 48 x Roland N . Mohler x 47 x and David A . Mohler x 52 x were also charged with various felonies x including rape .  On Tuesday x a sixth family member x Darrel Mohler x 72 x a brother of the elder Mr Mohler x was charged with rape x and prosecutors filed new charges of child sexual abuse against Burrel Mohler Sr . and his previously accused sons .  None of the Mohlers has entered a plea . On Tuesday x the men told a judge that they were still xorganised crimeinal charges x said x ''We feel xlike we have enough evidence x otherwise we wouldn't have gotten to this point .''  Bob Ramsey x a retired chemistry professor who lives next to David Mohler in Lamoni x Iowa x said that he had been close to the Mohler family for 20 years and that he had worked with David Mohler and his wife at Graceland University .  Mr Ramsey x 71 x said he had (never) not concerns about suspicious behavior or abuse in the Mohler family . ''My reaction was absolute unbelief ,'' he said . ''It just does not fit the character of David . He has been a super helpful x kind individual .''  Late Tuesday x The Associated Press reported that a search warrant filed in the case said three of the children told the authorities that they had observed ''several murders'' and had been forced to help kill and bury a man in April 1988 .  An investigator said in a court document that at the old farmhouse he found a broken glass jar x glass fragments x other jars and a bone x although it remains unclear what type of bone was recovered .  Law enforcement officials had been looking specifically for glass jars with written statements inside . The complainants x they said x told them that as children x they had written what happened to them on pieces of paper and buried them in glass jars in the backyard x hoping that once buried x the memories would go away .  When asked if investigators had found any written statements x Sergeant Stosberg decline to xcomment . URL: http://www .nytimescom","Negative",3775
"314",101004,"As detectives continued the investigation into the killing of a 46 year old woman whose body was discovered over the weekend at the Lower Manhattan office building where she worked as a cleaner x a stream of friends visited her Washington Heights apartment x where her family had gathered on Sunday to mourn .  The woman x Eridania Rodriguez x Iris to those who knew her well x was described by friends as a devoted mother of two daughters and a son . They said she had grown so nervous about working alone at night that she was lose xhope that whoever did this horror will pay for it .'' URL: http://www .nytimescom","Negative",616
"315",101025,"After a particularly brutal x attention grabbing start x ''Breaking Point'' quickly devolves into a flavorless stew of murder x corruption x blackmail and baby tossing .  Pushing feebly against this tide of toxicity is Steven Luisi (Tom Berenger) x a ravaged defense lawyer with a tragic past and a future sponsored by Narcotics Anonymous . When his investigation into a high profile murder is roadblocked by a psychopathic drug dealer (Busta Rhymes) and a dirty prosecutor (Armand Assante x in full glower) x Luisi turns for assistance to his legal opponent and torch carrying former fiancee (Musetta Vander) . Unfortunately x by this point he's so haunted that he needs an exorcist more than he needs a lover .  In a lather of fancy framing and arty points of view x the director x Jeff Celentano x blows smoke x literally x on performances of astonishing solemnity . By mid movie x the odor of ham and cheese is unmistakable x but in fairness to the act xlike ''Get the DNA findings on the victim's uterus ,'' the act xlike too xmany of his colleagues these days x wrestles with features that seem oddly unresponsive . Only when offered crack is his character reminded that some things are still worth the effort of expression .  ''Breaking Point'' is rated R (Under 17 requires accompanying parent or adult guardian) . Crack smoking x throat slitting and infant hurling .  BREAKING POINT  Opens on Friday in Manhattan x Brooklyn and Los Angeles .  Directed by Jeff Celentano . written by Vince Campanella . director of photography x Emmanuel Vouniozos . edited by Douglas Crise and Ryan Folsey . music by Pinar Toprak . production designer x Gwendolyn Witkin . produced by Jay Webb x Robert Capelli Jr . and Mr Campanella . released by Cinema Epoch and Barnholtz Entertainment . At the Quad Cinema x 34 West 13th Street x Greenwich Village . Running time: 1 hour 37 minutes .  WITH: Tom Berenger (Steven Luisi) x Busta Rhymes (Al Bowen) x Kirk Jones (Richard Allen) x Frankie Faison (Judge Green) x Armand Assante (Marty) and Musetta Vander (Celia) . URL: http://www .nytimescom","Negative",2082
"316",101049,"A criminal investigation has begun into the death of a patient on a waiting room floor at a city run psychiatric hospital in Brooklyn last year x the Brooklyn district attorney said on Tuesday .  The district attorney x Charles J . Hynes x said that a xgrand jury had begun an inquiry into the death of Esmin Green x 49 x who died early on June 19 x 2008 x about 24 hours after arriving by ambulance at Kings County Hospital Center's psychiatric xemergency room x where doctors said she was schizophrenic and ordered her to be involuntarily committed .  According to hospital protocol x Ms Green should have been given a medical examination before she was admitted .  Instead x she was left in the waiting room x where she eventually collapsed on the floor and died of a blood clot the next morning .  The case became a symbol of callous treatment of psychiatric patients after the New York Civil Liberties Union and other lawyers released a security video that showed Ms Green writhing and lying on the floor while workers ignored her .  Last month x the city's Department of Investigation issued a report that could become a template for the xgrand jury investigation . It named three doctors and three nurses or nurse's aides x saying that they were complicit either in the neglect of the patient or in a cover up over a period of four shifts .  Although the medical examiner found that Ms Green had died of a blood clot x ruling out homicide x it is possible that the xgrand jury could consider lesser charges related to her death or to the falsification of hospital records . A spokesman for Mr Hynes decline to xsay what charges might be considered .  The city report said that contrary to protocol x Bernardita Cabildo x the head nurse for the midnight to 8 am shift on June 18 x did not add Ms Green to the ''24 Hour Observation Sheet'' that lists incoming patients .  Dr . Rashed Abedin told investigators x according to the report x that he had made three unsuccessful attempts to examine Ms Green during the next shift x between 8 am and 5 pm . he said she was uncooperative .  But investigators found that Dr . Abedin's account was contradicted by the surveillance video and by written notes .  The city found that two other doctors x Dr . Dimitru Magardician and Dr . David Estes x who ultimately pronounced her dead x made (no) not effort to examine Ms Green during a third shift x and that during the fourth x Ms Green had (no) not contact with any doctors and (little) not contact with nursing staff until she died at 6:35 am  The city found that a senior nurse x Aida Gonzalo x made three false entries in Ms Green's medical records x making it appear that she had been in normal condition 45 minutes before she was discovered on the floor . A nursing aide x Royal Easton x was found to have made false entries indicating that he had checked on Ms Green and found that she was sleeping x when in fact Mr Easton was on a break .  There were so few patients in the waiting room during the night that the two nurses x Ms Gonzalo and Ms Cabildo x were taking a break at the time Ms Green collapsed about 5:30 am x the report said .  Ana Marengo x a spokeswoman for the city's Health and Hospitals Corporation x said the agency would be ''fully supportive'' of the investigation . She said that the three doctors and one nurse x Ms Cabildo x were still working at the hospital .  Calls on Tuesday afternoon to the doctors at the hospital and at their homes were not immediately returned . Ms Cabildo x reached at the hospital x decline to xcomment . Ms Gonzalo did not respond to a message left on her home phone . Mr Easton has been reassigned outside Kings County hospital x and has been recommended for firing pending disciplinary hearings x Ms Marengo said . A woman who answered the phone at his home said he would have (no) not comment .  Sanford Rubenstein x a lawyer for the Green family x said Ms Green's children were pleased that the xgrand jury was investigating . ''The family wants anyone who committed a criminal act to be held accountable and liable criminally ,'' Mr Rubenstein said Tuesday . URL: http://www .nytimescom","Negative",4149
"317",101073,"At a time when we Americans may abandon health xcare reform because it supposedly is ''too xexpensive ,'' how is it that we can afford to imprison people like Curtis Wilkerson .  Mr Wilkerson is serving a life sentence in California x for stealing a $2 .50 pair of socks . As The Economist noted recently x he already had two offenses on his record (both for abetting robbery at age 19) x and so the ''three strikes'' law resulted in a life sentence .  This is unjust x of course . But considering that California spends almost $49 ,000 annually per prison inmate x it's also an extraordinary waste of money .  Astonishingly x many politicians seem to think that we should lead the world in prisons x not health xcare or education . The United States is anomalous among industrialized countries in the high proportion of people we incarcerate . likewise x we stand out in the high proportion of people who have (no) not medical xcare x and partly as a result x our health xcare outcomes such as life expectancy and infant mortality are unusually poor .  It's time for a fundamental re evaluation of the criminal justice system x as legislation sponsored by Senator Jim Webb has called for x so that we are (no) (no longer) not squandering money that would be far better spent on education or health . Consider a few facts:  The United States incarcerates people at nearly five times the world average . Of those sentenced to state prisons x 82 percent were convicted of nonviolent crimes x according to one study .  California spends $216 ,000 annually on each inmate in the juvenile justice system . In contrast x it spends only $8 ,000 on each child attending the troubled Oakland public school system x according to the Urban Strategies Council .  For most of American history x we had incarceration rates similar to those in other countries . Then with the ''war on drugs'' and the focus on law and order in the 1970s x incarceration rates soared .  One in 10 black men ages 25 to 29 were imprisoned last year x partly because possession of crack cocaine (disproportionately used in black communities) draws sentences equivalent to having 100 times as much powder cocaine . Black men in the United States have a 32 percent chance of serving time in prison at some point in their lives x according to the Sentencing Project .  Look x there's (no) not doubt that many people in prison are cold blooded monsters who deserve to be there . But over all x in a time of limited resources x we are overinvesting in prisons and underinvesting in schools .  Indeed x education spending may reduce the need for incarceration . The evidence on this isn't conclusive x but it's noteworthy that graduates of the Perry Preschool program in Michigan x an intensive effort for disadvantaged children in the 1960s x were some 40 percent (less) not likely to be arrested than those in a control group .  Above all x it's time for a rethink of our drug policy . The point is not surrender to narcotics x but to learn from our approach to both tobacco and alcohol . Over time x we have developed public health strategies that have been quite successful in reducing the harm from smoking and drinking .  If we want to try a public health approach to drugs x we could learn from Portugal . In 2001 x it decriminalized the possession of all drugs for personal use . Ordinary drug users can still be required to participate in a treatment program x but they are (no) (no longer) not dispatched to jail .  ''Decriminalization has had (no) not adverse effect on drug usage rates in Portugal ,'' notes a report this year from the Cato Institute . It notes that drug use appears to be lower in Portugal than in most other European countries x and that Portuguese public opinion is strongly behind this approach .  A new United Nations study x World Drug Report 2009 x commends the Portuguese experiment and urges countries to continue to pursue traffickers while largely (avoiding) not imprisoning users . Instead x it suggests that users x particularly addicts x should get treatment .  Senator Webb has introduced legislation that would create a national commission to investigate criminal justice issues x for such a commission may be the best way to depoliticize the issue and give feckless politicians the cover they need to institute changes .  ''There are only two possibilities here ,'' Mr Webb said in introducing his bill x noting that America imprisons so many more people than other countries . ''Either we have the most evil people on earth living in the United States x or we are doing something dramatically wrong in terms of how we approach the issue of criminal justice .''  Opponents of universal health xcare and early childhood education say we can't afford them . Granted x deficits are a real constraint and we can't do everything x and prison reform will not come near to fully financing health xcare reform . Still x would we rather use scarce resources to educate children and heal the sick x or to imprison people because they used drugs or stole a pair of socks . URL: http://www .nytimescom","Negative",5093
"318",101078,"International  ZIMBABWE POLITICAL LEADER  Jailed on Terrorism Charge  Roy Bennett x a leader of the political party that long fought Zimbabwe's president but now xshare had stopped to gather for evening prayers in southern Iraq's Shiite holy city of Karbala x and the police and government officials said at least 6 people were killed and 45 wounded . PAGE A12  National  LITTLE IMPROVEMENT SEEN  In National Math Scores  The latest results on the most important nationwide math test show that scores increased only marginally for eighth graders and not for fourth graders x continuing a sluggish six year trend of slowing achievement growth since passage of the No Child Left Behind law . PAGE A18  STATES LAG IN RECOVERY  The recent signs of possible improvement in the economy have not trickled down to the states x which continued to be pummeled this spring by the steepest drop offs in tax collections since comparable data was first compiled nearly half a century ago . PAGE A22  White House Joins Health Talks A24  New York  A DAY OF TRANSIT TROUBLES: PROTEST OR JUST WEDNESDAY .  It was billed as a Day of Outrage x when angry transit workers would slow down the system . But subway and bus riders in New York City called it something else: just another day . PAGE A33  REAL ESTATE FRAUD CHARGES  In 2007 x Henry Vargas sold what he said was his stake in a plum piece of Harlem real estate for millions of dollars . There was one problem: he didn't own the property at all x prosecutors said x in announcing his indictment . PAGE A30  Business  US WANTS MORE BANKS TO PAY BACK TARP FUNDS  Concluding that some of the nation's biggest banks are healthy enough to raise capital from private investors x Treasury officials would like more of them to repay the taxpayer money that bailed them out . PAGE B1  INQUIRY INTO NUTRITION LABELS  The Connecticut attorney general is investigating Smart Choices x a program that labels food products x including Froot Loops and mayonnaise x as ''nutritionally smart choices .'' PAGE B1  TIMES CO . WILL KEEP GLOBE  After months of hunting for a buyer x The New York Times Company decided not sell The Boston Globe . PAGE B1  CAMERAS DAZZLE WITH STUNTS  New cameras offer sparkling abilities x but the pictures need some oomph x David Pogue writes . State of the Art . PAGE B1  REDSTONE TO SELL SHARES  Sumner M . Redstone's National Amusements said it would sell nearly $1 billion xworth of xshare have come to overshadow the program . PAGE B17  Arts  REMEMBERING THE LIFE  Of a Hollywood Iconoclast  ''Robert Altman: The Oral Biography ,'' look xlike purchasing an act xlike x and what it is supposed to accomplish . PAGE E1  Obituaries  CAPTAIN LOU ALBANO x 76  The pro wrestling villain who reinvented himself as a pop culture celebrity in a Cyndi Lauper music video and in movies and television . PAGE B13  Op ed  NICHOLAS D . KRISTOF PAGE A27 URL: http://www .nytimescom","Negative",2920
"319",101140,"The federal government is stepping up enforcement of an important law x the Civil Rights of Institutionalized Persons Act x which authorizes the Justice Department to sue prisons x jails x mental institutions x nursing homes and other facilities that violate the constitutional rights of the confined . In New York State x the department has already intervened three times this year to try to improve protect xagainst the state on behalf of thousands of mentally ill adults who are being isolated from the community x in clear violation of sound medical practice and federal law .  In a ''letter ,'' actually a 40 page report x to Westchester County made public this week x the Justice Department detailed abusive conduct by guards at the Westchester County Jail in Valhalla .  The jail came under federal scrutiny in 2000 after a guard kicked a mentally ill man into a coma . The injured man later died x and the guard was convicted and sent to prison . The Justice Department inspected the jail last year x and the new report found that some conditions violate the inmates' constitutional rights .  The investigation relied in part on videotapes that corrections officers made of their encounters with inmates in order to protect themselves from charges of abuse . In this case x federal officials say x the tapes showed them repeatedly injuring or needlessly inflicting pain on inmates . According to investigators x the officers obscured what actually happened by filing inaccurate incident reports . Supervisors who could have uncovered the abuse by viewing the videos seem not so .  In what investigators described as a typical case x officers justified placing a woman in restraints and spraying her with mace by describing her in the incident report as out of control and ''very combative .'' The report says the tape shows an officer driving the woman's head into a wall x while other officers wrestled her to the floor x applying handcuffs and leg restraints . An officer then sprayed her face with mace . The report also cites pronounced deficiencies in medical xcare at the jail . And x as is often the case in jails and prisons x the Westchester facility's care for mentally ill inmates is said to fall far short of constitutional standards .  Westchester will need to make sweeping reforms to bring its jail into compliance with federal law and basic standards of decency . If it fail to xdo so x the Justice Department should sue the county to force those changes . URL: http://www .nytimescom","Negative",2508
"320",101169,"The Justice Department's ethics office has recommended reversing the Bush administration and reopening nearly a dozen prisoner abuse cases x potentially exposing Central Intelligence Agency employees and contractors to prosecution for brutal treatment of terrorism suspects x according to a person officially briefed on the matter .  The recommendation by the Office of Professional Responsibility x presented to Attorney General Eric H . Holder Jr . in recent weeks x comes as the Justice Department is about to disclose on Monday voluminous details on prisoner abuse that were gathered in 2004 by the CIA .'s inspector general but have (never) not released .  When the CIA . first referred its inspector general's findings to prosecutors x they decided that (none) not cases merited prosecution . But Mr Holder's associates say that when he took office and saw the allegations x which included the deaths of people in custody and other cases of physical or mental torment x he began to reconsider .  With the release of the details on Monday and the formal advice that at least some cases be reopened x it now seems all but certain that the appointment of a prosecutor or other concrete steps will follow x posing significant new problems for the CIA . It is politically awkwardxtoo x for Mr Holder because President Obama has said that he would rather move forward than get bogged down in the issue at the expense of his own agenda .  The advice from the Office of Professional Responsibility strengthens Mr Holder's hand .  The recommendation to review the closed cases x in effect renewing the inquiries x centers mainly on allegations of detainee abuse in Iraq and Afghanistan . The Justice Department report is to be made public after classified information is deleted from it .  The cases represent about half of those that were initially investigated and referred to the Justice Department by the CIA .'s inspector general x but were later closed . It is not known which cases might be reopened .  Mr Holder was said to have reacted with disgust earlier this year when he first read accounts of abusive treatment of detainees in a classified version of the inspector general's report and other materials .  In examples that have just come to light x the CIA . report describes how CIA . officers carried out mock executions and threatened at least one prisoner with a gun and a power drill . It is a violation of the federal torture statute to threaten a prisoner with imminent death .  Mr Holder x who questioned the thoroughness of previous inquiries by the Justice Department x is expected to announce within days his decision on whether to appoint a prosecutor to conduct a new investigation . in legal circles x it is believed to be highly likely that he will go forward with a fresh criminal inquiry .  Paul Gimigliano x a CIA . spokesman x said Sunday that the Justice Department recommendation to reopen the cases had not sent to the intelligence agency . He added: ''Decisions on whether or not pursue act xlike that of Manadel al Jamadi x who died in 2003 in CIA . custody at Abu Ghraib prison in Iraq after he was first captured by a team of Navy Seals . Prosecutors said he probably received his fatal injuries during his capture x but lawyers for the Seals denied it .  Over the years x some Democratic lawmakers sought more details about the cases and why the Justice Department took (no) not action . They received summaries of the number of cases under scrutiny but few facts about the episodes or the department's decisions not prosecute .  The cases do not center on allegations of abuse by CIA . officers who conducted the forceful interrogations of high level Qaeda suspects at secret sites x although it is not out of the question that a new investigation would also examine their conduct .  That could mean a look at the case in which CIA . officers threatened one prisoner with a handgun and a power drill if he did not cooperate . The detainee x Abd al Rahim al Nashiri x was suspected as the master plotter behind the 2000 bombing of the Navy destroyer Cole .  All civilian employees of the government x including those at the CIA . x were required to comply with guidelines for interrogations detailed in a series of legal opinions written by the Justice Department . Those opinions x since abandoned by the Obama administration x were the central focus of the Justice Department's internal inquiry .  It has been known that the Justice Department ethics report had criticized the authors of the legal opinions and x in some cases x would recommend referrals to local bar associations for discipline .  But the internal inquiry also examined how the opinions were carried out and how referrals of possible violations were made x a process that led ethics investigators to find misconduct serious enough to warrant renewed criminal investigation . URL: http://www .nytimescom","Negative",4909
